Passenger Id,NewEmbarked,Pclass,AgeBin,New age,Titles,Embarked,FareBin,Fare,Survived,Sex,File,Total_Company
437,S,3,1,21,Ms,S,4,34.375,0,female,train,4
438,S,2,1,24,Ms,S,3,18.75,1,female,train,5
439,S,1,3,64,Mr,S,5,263,0,male,train,5
440,S,2,1,31,Mr,S,2,10.5,0,male,train,0
441,S,2,2,45,Ms,S,4,26.25,1,female,train,2
442,S,3,1,20,Mr,S,2,9.5,0,male,train,0
443,S,3,1,25,Mr,S,0,7.775,0,male,train,1
444,S,2,1,28,Ms,S,2,13,1,female,train,0
445,S,3,1,25,Mr,S,1,8.1125,1,male,train,0
446,S,1,0,4,Mr,S,5,81.8583,1,male,train,2
447,S,2,0,13,Ms,S,3,19.5,1,female,train,1
448,S,1,2,34,Mr,S,4,26.55,1,male,train,0
449,C,3,0,5,Ms,C,3,19.2583,1,female,train,3
450,S,1,3,52,Honorary,S,4,30.5,1,male,train,0
451,S,2,2,36,Mr,S,4,27.75,0,male,train,3
452,S,3,1,25,Mr,S,3,19.9667,0,male,train,1
453,C,1,1,30,Mr,C,4,27.75,0,male,train,0
454,C,1,3,49,Mr,C,5,89.1042,1,male,train,1
455,S,3,1,25,Mr,S,1,8.05,0,male,train,0
456,C,3,1,29,Mr,C,1,7.8958,1,male,train,0
457,S,1,4,65,Mr,S,4,26.55,0,male,train,0
458,S,1,2,38,Ms,S,4,51.8625,1,female,train,1
459,S,2,3,50,Ms,S,2,10.5,1,female,train,0
460,Q,3,1,25,Mr,Q,0,7.75,0,male,train,0
461,S,1,2,48,Mr,S,4,26.55,1,male,train,0
462,S,3,2,34,Mr,S,1,8.05,0,male,train,0
463,S,1,2,47,Mr,S,4,38.5,0,male,train,0
464,S,2,2,48,Mr,S,2,13,0,male,train,0
465,S,3,1,25,Mr,S,1,8.05,0,male,train,0
466,S,3,2,38,Mr,S,0,7.05,0,male,train,0
467,S,2,1,30,Mr,S,0,0,0,male,train,0
468,S,1,3,56,Mr,S,4,26.55,0,male,train,0
469,Q,3,1,25,Mr,Q,0,7.725,0,male,train,0
470,C,3,0,1,Ms,C,3,19.2583,1,female,train,3
471,S,3,1,25,Mr,S,0,7.25,0,male,train,0
472,S,3,2,38,Mr,S,2,8.6625,0,male,train,0
473,S,2,2,33,Ms,S,4,27.75,1,female,train,3
474,C,2,1,23,Ms,C,2,13.7917,1,female,train,0
475,S,3,1,22,Ms,S,2,9.8375,0,female,train,0
476,S,1,2,38,Mr,S,4,52,0,male,train,0
477,S,2,2,34,Mr,S,3,21,0,male,train,1
478,S,3,1,29,Mr,S,0,7.0458,0,male,train,1
479,S,3,1,22,Mr,S,0,7.5208,0,male,train,0
480,S,3,0,2,Ms,S,2,12.2875,1,female,train,1
481,S,3,0,9,Mr,S,4,46.9,0,male,train,7
482,S,2,1,30,Mr,S,0,0,0,male,train,0
483,S,3,3,50,Mr,S,1,8.05,0,male,train,0
484,S,3,3,63,Ms,S,2,9.5875,1,female,train,0
485,C,1,1,25,Mr,C,5,91.0792,1,male,train,1
486,S,3,1,25,Ms,S,3,25.4667,0,female,train,4
487,S,1,2,35,Ms,S,5,90,1,female,train,1
488,C,1,3,58,Mr,C,4,29.7,0,male,train,0
489,S,3,1,30,Mr,S,1,8.05,0,male,train,0
490,S,3,0,9,Mr,S,3,15.9,1,male,train,2
491,S,3,1,25,Mr,S,3,19.9667,0,male,train,1
492,S,3,1,21,Mr,S,0,7.25,0,male,train,0
493,S,1,3,55,Mr,S,4,30.5,0,male,train,0
494,C,1,4,71,Mr,C,4,49.5042,0,male,train,0
495,S,3,1,21,Mr,S,1,8.05,0,male,train,0
496,C,3,1,25,Mr,C,3,14.4583,0,male,train,0
497,C,1,3,54,Ms,C,5,78.2667,1,female,train,1
498,S,3,1,25,Mr,S,3,15.1,0,male,train,0
499,S,1,1,25,Ms,S,5,151.55,0,female,train,3
500,S,3,1,24,Mr,S,1,7.7958,0,male,train,0
501,S,3,1,17,Mr,S,2,8.6625,0,male,train,0
502,Q,3,1,21,Ms,Q,0,7.75,0,female,train,0
503,Q,3,1,25,Ms,Q,0,7.6292,0,female,train,0
504,S,3,2,37,Ms,S,2,9.5875,0,female,train,0
505,S,1,0,16,Ms,S,5,86.5,1,female,train,0
506,C,1,1,18,Mr,C,5,108.9,0,male,train,1
507,S,2,2,33,Ms,S,3,26,1,female,train,2
508,S,1,2,38,Mr,S,4,26.55,1,male,train,0
509,S,3,1,28,Mr,S,3,22.525,0,male,train,0
510,S,3,1,26,Mr,S,5,56.4958,1,male,train,0
511,Q,3,1,29,Mr,Q,0,7.75,1,male,train,0
512,S,3,1,25,Mr,S,1,8.05,0,male,train,0
513,S,1,2,36,Mr,S,4,26.2875,1,male,train,0
514,C,1,3,54,Ms,C,5,59.4,1,female,train,1
515,S,3,1,24,Mr,S,0,7.4958,0,male,train,0
516,S,1,2,47,Mr,S,4,34.0208,0,male,train,0
517,S,2,2,34,Ms,S,2,10.5,1,female,train,0
518,Q,3,1,25,Mr,Q,3,24.15,0,male,train,0
519,S,2,2,36,Ms,S,3,26,1,female,train,1
520,S,3,1,32,Mr,S,1,7.8958,0,male,train,0
521,S,1,1,30,Ms,S,5,93.5,1,female,train,0
522,S,3,1,22,Mr,S,1,7.8958,0,male,train,0
523,C,3,1,25,Mr,C,0,7.225,0,male,train,0
524,C,1,2,44,Ms,C,5,57.9792,1,female,train,1
525,C,3,1,25,Mr,C,0,7.2292,0,male,train,0
526,Q,3,2,41,Mr,Q,0,7.75,0,male,train,0
527,S,2,3,50,Ms,S,2,10.5,1,female,train,0
528,S,1,2,38,Mr,S,5,221.7792,0,male,train,0
529,S,3,2,39,Mr,S,1,7.925,0,male,train,0
530,S,2,1,23,Mr,S,2,11.5,0,male,train,3
531,S,2,0,2,Ms,S,3,26,1,female,train,2
532,C,3,1,25,Mr,C,0,7.2292,0,male,train,0
533,C,3,1,17,Mr,C,0,7.2292,0,male,train,2
534,C,3,1,25,Ms,C,3,22.3583,1,female,train,2
535,S,3,1,30,Ms,S,2,8.6625,0,female,train,0
536,S,2,0,7,Ms,S,4,26.25,1,female,train,2
537,S,1,2,45,Honorary,S,4,26.55,0,male,train,0
538,C,1,1,30,Ms,C,5,106.425,1,female,train,0
539,S,3,1,25,Mr,S,3,14.5,0,male,train,0
540,C,1,1,22,Ms,C,4,49.5,1,female,train,2
541,S,1,2,36,Ms,S,5,71,1,female,train,2
542,S,3,0,9,Ms,S,4,31.275,0,female,train,6
543,S,3,0,11,Ms,S,4,31.275,0,female,train,6
544,S,2,1,32,Mr,S,3,26,1,male,train,1
545,C,1,3,50,Mr,C,5,106.425,0,male,train,1
546,S,1,3,64,Mr,S,3,26,0,male,train,0
547,S,2,1,19,Ms,S,3,26,1,female,train,1
548,C,2,1,30,Mr,C,2,13.8625,1,male,train,0
549,S,3,2,33,Mr,S,3,20.525,0,male,train,2
550,S,2,0,8,Mr,S,4,36.75,1,male,train,2
551,C,1,1,17,Mr,C,5,110.8833,1,male,train,2
552,S,2,1,27,Mr,S,3,26,0,male,train,0
553,Q,3,1,25,Mr,Q,1,7.8292,0,male,train,0
554,C,3,1,22,Mr,C,0,7.225,1,male,train,0
555,S,3,1,22,Ms,S,0,7.775,1,female,train,0
556,S,1,3,62,Mr,S,4,26.55,0,male,train,0
557,C,1,2,48,Honorary,C,4,39.6,1,female,train,1
558,C,1,2,38,Mr,C,5,227.525,0,male,train,0
559,S,1,2,39,Ms,S,5,79.65,1,female,train,2
560,S,3,2,36,Ms,S,3,17.4,1,female,train,1
561,Q,3,1,25,Mr,Q,0,7.75,0,male,train,0
562,S,3,2,40,Mr,S,1,7.8958,0,male,train,0
563,S,2,1,28,Mr,S,2,13.5,0,male,train,0
564,S,3,1,25,Mr,S,1,8.05,0,male,train,0
565,S,3,1,25,Ms,S,1,8.05,0,female,train,0
566,S,3,1,24,Mr,S,3,24.15,0,male,train,2
567,S,3,1,19,Mr,S,1,7.8958,0,male,train,0
568,S,3,1,29,Ms,S,3,21.075,0,female,train,4
569,C,3,1,25,Mr,C,0,7.2292,0,male,train,0
570,S,3,1,32,Mr,S,1,7.8542,1,male,train,0
571,S,2,3,62,Mr,S,2,10.5,1,male,train,0
572,S,1,3,53,Ms,S,4,51.4792,1,female,train,2
573,S,1,2,36,Mr,S,4,26.3875,1,male,train,0
574,Q,3,1,25,Ms,Q,0,7.75,1,female,train,0
575,S,3,0,16,Mr,S,1,8.05,0,male,train,0
576,S,3,1,19,Mr,S,3,14.5,0,male,train,0
577,S,2,2,34,Ms,S,2,13,1,female,train,0
578,S,1,2,39,Ms,S,5,55.9,1,female,train,1
579,C,3,1,25,Ms,C,3,14.4583,0,female,train,1
580,S,3,1,32,Mr,S,1,7.925,1,male,train,0
581,S,2,1,25,Ms,S,4,30,1,female,train,2
582,C,1,2,39,Ms,C,5,110.8833,1,female,train,2
583,S,2,3,54,Mr,S,3,26,0,male,train,0
584,C,1,2,36,Mr,C,4,40.125,0,male,train,0
585,C,3,1,25,Mr,C,2,8.7125,0,male,train,0
586,S,1,1,18,Ms,S,5,79.65,1,female,train,2
587,S,2,2,47,Mr,S,3,15,0,male,train,0
588,C,1,3,60,Mr,C,5,79.2,1,male,train,2
589,S,3,1,22,Mr,S,1,8.05,0,male,train,0
590,S,3,1,25,Mr,S,1,8.05,0,male,train,0
591,S,3,2,35,Mr,S,0,7.125,0,male,train,0
592,C,1,3,52,Ms,C,5,78.2667,1,female,train,1
593,S,3,2,47,Mr,S,0,7.25,0,male,train,0
594,Q,3,1,25,Ms,Q,0,7.75,0,female,train,2
595,S,2,2,37,Mr,S,3,26,0,male,train,1
596,S,3,2,36,Mr,S,3,24.15,0,male,train,2
597,S,2,1,30,Ms,S,4,33,1,female,train,0
598,S,3,3,49,Mr,S,0,0,0,male,train,0
599,C,3,1,25,Mr,C,0,7.225,0,male,train,0
600,C,1,3,49,Honorary,C,5,56.9292,1,male,train,1
601,S,2,1,24,Ms,S,4,27,1,female,train,3
602,S,3,1,25,Mr,S,1,7.8958,0,male,train,0
603,S,1,2,38,Mr,S,4,42.4,0,male,train,0
604,S,3,2,44,Mr,S,1,8.05,0,male,train,0
605,C,1,2,35,Mr,C,4,26.55,1,male,train,0
606,S,3,2,36,Mr,S,3,15.55,0,male,train,1
607,S,3,1,30,Mr,S,1,7.8958,0,male,train,0
608,S,1,1,27,Mr,S,4,30.5,1,male,train,0
609,C,2,1,22,Ms,C,4,41.5792,1,female,train,3
610,S,1,2,40,Ms,S,5,153.4625,1,female,train,0
611,S,3,2,39,Ms,S,4,31.275,0,female,train,6
612,S,3,1,25,Mr,S,0,7.05,0,male,train,0
613,Q,3,1,25,Ms,Q,3,15.5,1,female,train,1
614,Q,3,1,25,Mr,Q,0,7.75,0,male,train,0
615,S,3,2,35,Mr,S,1,8.05,0,male,train,0
616,S,2,1,24,Ms,S,5,65,1,female,train,3
617,S,3,2,34,Mr,S,2,14.4,0,male,train,2
618,S,3,1,26,Ms,S,3,16.1,0,female,train,1
619,S,2,0,4,Ms,S,4,39,1,female,train,3
620,S,2,1,26,Mr,S,2,10.5,0,male,train,0
621,C,3,1,27,Mr,C,3,14.4542,0,male,train,1
622,S,1,2,42,Mr,S,5,52.5542,1,male,train,1
623,C,3,1,20,Mr,C,3,15.7417,1,male,train,2
624,S,3,1,21,Mr,S,1,7.8542,0,male,train,0
625,S,3,1,21,Mr,S,3,16.1,0,male,train,0
626,S,1,3,61,Mr,S,4,32.3208,0,male,train,0
627,Q,2,3,57,Officer,Q,2,12.35,0,male,train,0
628,S,1,1,21,Ms,S,5,77.9583,1,female,train,0
629,S,3,1,26,Mr,S,1,7.8958,0,male,train,0
630,Q,3,1,25,Mr,Q,0,7.7333,0,male,train,0
631,S,1,4,80,Mr,S,4,30,1,male,train,0
632,S,3,3,51,Mr,S,0,7.0542,0,male,train,0
633,C,1,1,32,Honorary,C,4,30.5,1,male,train,0
634,S,1,2,38,Mr,S,0,0,0,male,train,0
635,S,3,0,9,Ms,S,4,27.9,0,female,train,5
636,S,2,1,28,Ms,S,2,13,1,female,train,0
637,S,3,1,32,Mr,S,1,7.925,0,male,train,0
638,S,2,1,31,Mr,S,4,26.25,0,male,train,2
639,S,3,2,41,Ms,S,4,39.6875,0,female,train,5
640,S,3,1,25,Mr,S,3,16.1,0,male,train,1
641,S,3,1,20,Mr,S,1,7.8542,0,male,train,0
642,C,1,1,24,Ms,C,5,69.3,1,female,train,0
643,S,3,0,2,Ms,S,4,27.9,0,female,train,5
644,S,3,1,25,Mr,S,5,56.4958,1,male,train,0
645,C,3,0,1,Ms,C,3,19.2583,1,female,train,3
646,C,1,2,48,Mr,C,5,76.7292,1,male,train,1
647,S,3,1,19,Mr,S,1,7.8958,0,male,train,0
648,C,1,3,56,Honorary,C,4,35.5,1,male,train,0
649,S,3,1,25,Mr,S,0,7.55,0,male,train,0
650,S,3,1,23,Ms,S,0,7.55,1,female,train,0
651,S,3,1,25,Mr,S,1,7.8958,0,male,train,0
652,S,2,1,18,Ms,S,3,23,1,female,train,1
653,S,3,1,21,Mr,S,1,8.4333,0,male,train,0
654,Q,3,1,25,Ms,Q,1,7.8292,1,female,train,0
655,Q,3,1,18,Ms,Q,0,6.75,0,female,train,0
656,S,2,1,24,Mr,S,5,73.5,0,male,train,2
657,S,3,1,25,Mr,S,1,7.8958,0,male,train,0
658,Q,3,1,32,Ms,Q,3,15.5,0,female,train,2
659,S,2,1,23,Mr,S,2,13,0,male,train,0
660,C,1,3,58,Mr,C,5,113.275,0,male,train,2
661,S,1,3,50,Honorary,S,5,133.65,1,male,train,2
662,C,3,2,40,Mr,C,0,7.225,0,male,train,0
663,S,1,2,47,Mr,S,3,25.5875,0,male,train,0
664,S,3,2,36,Mr,S,0,7.4958,0,male,train,0
665,S,3,1,20,Mr,S,1,7.925,1,male,train,1
666,S,2,1,32,Mr,S,5,73.5,0,male,train,2
667,S,2,1,25,Mr,S,2,13,0,male,train,0
668,S,3,1,25,Mr,S,0,7.775,0,male,train,0
669,S,3,2,43,Mr,S,1,8.05,0,male,train,0
670,S,1,2,38,Ms,S,4,52,1,female,train,1
671,S,2,2,40,Ms,S,4,39,1,female,train,2
672,S,1,1,31,Mr,S,4,52,0,male,train,1
673,S,2,4,70,Mr,S,2,10.5,0,male,train,0
674,S,2,1,31,Mr,S,2,13,1,male,train,0
675,S,2,1,30,Mr,S,0,0,0,male,train,0
676,S,3,1,18,Mr,S,0,7.775,0,male,train,0
677,S,3,1,25,Mr,S,1,8.05,0,male,train,0
678,S,3,1,18,Ms,S,2,9.8417,1,female,train,0
679,S,3,2,43,Ms,S,4,46.9,0,female,train,7
680,C,1,2,36,Mr,C,5,512.3292,1,male,train,1
681,Q,3,1,25,Ms,Q,1,8.1375,0,female,train,0
682,C,1,1,27,Mr,C,5,76.7292,1,male,train,0
683,S,3,1,20,Mr,S,2,9.225,0,male,train,0
684,S,3,0,14,Mr,S,4,46.9,0,male,train,7
685,S,2,3,60,Mr,S,4,39,0,male,train,2
686,C,2,1,25,Mr,C,4,41.5792,0,male,train,3
687,S,3,0,14,Mr,S,4,39.6875,0,male,train,5
688,S,3,1,19,Mr,S,2,10.1708,0,male,train,0
689,S,3,1,18,Mr,S,1,7.7958,0,male,train,0
690,S,1,0,15,Ms,S,5,211.3375,1,female,train,1
691,S,1,1,31,Mr,S,5,57,1,male,train,1
692,C,3,0,4,Ms,C,2,13.4167,1,female,train,1
693,S,3,1,25,Mr,S,5,56.4958,1,male,train,0
694,C,3,1,25,Mr,C,0,7.225,0,male,train,0
695,S,1,3,60,Honorary,S,4,26.55,0,male,train,0
696,S,2,3,52,Mr,S,2,13.5,0,male,train,0
697,S,3,2,44,Mr,S,1,8.05,0,male,train,0
698,Q,3,1,25,Ms,Q,0,7.7333,1,female,train,0
699,C,1,3,49,Mr,C,5,110.8833,0,male,train,2
700,S,3,2,42,Mr,S,0,7.65,0,male,train,0
701,C,1,1,18,Ms,C,5,227.525,1,female,train,1
702,S,1,2,35,Mr,S,4,26.2875,1,male,train,0
703,C,3,1,18,Ms,C,3,14.4542,0,female,train,1
704,Q,3,1,25,Mr,Q,0,7.7417,0,male,train,0
705,S,3,1,26,Mr,S,1,7.8542,0,male,train,1
706,S,2,2,39,Mr,S,3,26,0,male,train,0
707,S,2,2,45,Ms,S,2,13.5,1,female,train,0
708,S,1,2,42,Mr,S,4,26.2875,1,male,train,0
709,S,1,1,22,Ms,S,5,151.55,1,female,train,0
710,C,3,1,25,Mr,C,3,15.2458,1,male,train,2
711,C,1,1,24,Ms,C,4,49.5042,1,female,train,0
712,S,1,2,38,Mr,S,4,26.55,0,male,train,0
713,S,1,2,48,Mr,S,4,52,1,male,train,1
714,S,3,1,29,Mr,S,2,9.4833,0,male,train,0
715,S,2,3,52,Mr,S,2,13,0,male,train,0
716,S,3,1,19,Mr,S,0,7.65,0,male,train,0
717,C,1,2,38,Ms,C,5,227.525,1,female,train,0
718,S,2,1,27,Ms,S,2,10.5,1,female,train,0
719,Q,3,1,25,Mr,Q,3,15.5,0,male,train,0
720,S,3,2,33,Mr,S,0,7.775,0,male,train,0
721,S,2,0,6,Ms,S,4,33,1,female,train,1
722,S,3,1,17,Mr,S,0,7.0542,0,male,train,1
723,S,2,2,34,Mr,S,2,13,0,male,train,0
724,S,2,3,50,Mr,S,2,13,0,male,train,0
725,S,1,1,27,Mr,S,5,53.1,1,male,train,1
726,S,3,1,20,Mr,S,2,8.6625,0,male,train,0
727,S,2,1,30,Ms,S,3,21,1,female,train,3
728,Q,3,1,25,Ms,Q,0,7.7375,1,female,train,0
729,S,2,1,25,Mr,S,3,26,0,male,train,1
730,S,3,1,25,Ms,S,1,7.925,0,female,train,1
731,S,1,1,29,Ms,S,5,211.3375,1,female,train,0
732,C,3,0,11,Mr,C,3,18.7875,0,male,train,0
733,S,2,1,30,Mr,S,0,0,0,male,train,0
734,S,2,1,23,Mr,S,2,13,0,male,train,0
735,S,2,1,23,Mr,S,2,13,0,male,train,0
736,S,3,1,29,Mr,S,3,16.1,0,male,train,0
737,S,3,2,48,Ms,S,4,34.375,0,female,train,4
738,C,1,2,35,Mr,C,5,512.3292,1,male,train,0
739,S,3,1,25,Mr,S,1,7.8958,0,male,train,0
740,S,3,1,25,Mr,S,1,7.8958,0,male,train,0
741,S,1,2,38,Mr,S,4,30,1,male,train,0
742,S,1,2,36,Mr,S,5,78.85,0,male,train,1
743,C,1,1,21,Ms,C,5,262.375,1,female,train,4
744,S,3,1,24,Mr,S,3,16.1,0,male,train,1
745,S,3,1,31,Mr,S,1,7.925,1,male,train,0
746,S,1,4,70,Officer,S,5,71,0,male,train,2
747,S,3,0,16,Mr,S,3,20.25,0,male,train,2
748,S,2,1,30,Ms,S,2,13,1,female,train,0
749,S,1,1,19,Mr,S,5,53.1,0,male,train,1
750,Q,3,1,31,Mr,Q,0,7.75,0,male,train,0
751,S,2,0,4,Ms,S,3,23,1,female,train,2
752,S,3,0,6,Mr,S,2,12.475,1,male,train,1
753,S,3,2,33,Mr,S,2,9.5,0,male,train,0
754,S,3,1,23,Mr,S,1,7.8958,0,male,train,0
755,S,2,2,48,Ms,S,5,65,1,female,train,3
756,S,2,0,1,Mr,S,3,14.5,1,male,train,2
757,S,3,1,28,Mr,S,1,7.7958,0,male,train,0
758,S,2,1,18,Mr,S,2,11.5,0,male,train,0
759,S,3,2,34,Mr,S,1,8.05,0,male,train,0
760,S,1,2,33,Honorary,S,5,86.5,1,female,train,0
761,S,3,1,25,Mr,S,3,14.5,0,male,train,0
762,S,3,2,41,Mr,S,0,7.125,0,male,train,0
763,C,3,1,20,Mr,C,0,7.2292,1,male,train,0
764,S,1,2,36,Ms,S,5,120,1,female,train,3
765,S,3,0,16,Mr,S,0,7.775,0,male,train,0
766,S,1,3,51,Ms,S,5,77.9583,1,female,train,1
767,C,1,2,38,Honorary,C,4,39.6,0,male,train,0
768,Q,3,1,31,Ms,Q,0,7.75,0,female,train,0
769,Q,3,1,25,Mr,Q,3,24.15,0,male,train,1
770,S,3,1,32,Mr,S,1,8.3625,0,male,train,0
771,S,3,1,24,Mr,S,2,9.5,0,male,train,0
772,S,3,2,48,Mr,S,1,7.8542,0,male,train,0
773,S,2,3,57,Ms,S,2,10.5,0,female,train,0
774,C,3,1,25,Mr,C,0,7.225,0,male,train,0
775,S,2,3,54,Ms,S,3,23,1,female,train,4
776,S,3,1,18,Mr,S,0,7.75,0,male,train,0
777,Q,3,1,25,Mr,Q,0,7.75,0,male,train,0
778,S,3,0,5,Ms,S,2,12.475,1,female,train,0
779,Q,3,1,25,Mr,Q,0,7.7375,0,male,train,0
780,S,1,2,43,Ms,S,5,211.3375,1,female,train,1
781,C,3,0,13,Ms,C,0,7.2292,1,female,train,0
782,S,1,1,17,Ms,S,5,57,1,female,train,1
783,S,1,1,29,Mr,S,4,30,0,male,train,0
784,S,3,1,25,Mr,S,3,23.45,0,male,train,3
785,S,3,1,25,Mr,S,0,7.05,0,male,train,0
786,S,3,1,25,Mr,S,0,7.25,0,male,train,0
787,S,3,1,18,Ms,S,0,7.4958,1,female,train,0
788,Q,3,0,8,Mr,Q,4,29.125,0,male,train,5
789,S,3,0,1,Mr,S,3,20.575,1,male,train,3
790,C,1,2,46,Mr,C,5,79.2,0,male,train,0
791,Q,3,1,25,Mr,Q,0,7.75,0,male,train,0
792,S,2,0,16,Mr,S,3,26,0,male,train,0
793,S,3,1,25,Ms,S,5,69.55,0,female,train,10
794,C,1,2,38,Mr,C,4,30.6958,0,male,train,0
795,S,3,1,25,Mr,S,1,7.8958,0,male,train,0
796,S,2,2,39,Mr,S,2,13,0,male,train,0
797,S,1,3,49,Honorary,S,3,25.9292,1,female,train,0
798,S,3,1,31,Ms,S,2,8.6833,1,female,train,0
799,C,3,1,30,Mr,C,0,7.2292,0,male,train,0
800,S,3,1,30,Ms,S,3,24.15,0,female,train,2
801,S,2,2,34,Mr,S,2,13,0,male,train,0
802,S,2,1,31,Ms,S,4,26.25,1,female,train,2
803,S,1,0,11,Mr,S,5,120,1,male,train,3
804,C,3,0,0,Mr,C,1,8.5167,1,male,train,1
805,S,3,1,27,Mr,S,0,6.975,1,male,train,0
806,S,3,1,31,Mr,S,0,7.775,0,male,train,0
807,S,1,2,39,Mr,S,0,0,0,male,train,0
808,S,3,1,18,Ms,S,0,7.775,0,female,train,0
809,S,2,2,39,Mr,S,2,13,0,male,train,0
810,S,1,2,33,Ms,S,5,53.1,1,female,train,1
811,S,3,1,26,Mr,S,1,7.8875,0,male,train,0
812,S,3,2,39,Mr,S,3,24.15,0,male,train,0
813,S,2,2,35,Mr,S,2,10.5,0,male,train,0
814,S,3,0,6,Ms,S,4,31.275,0,female,train,6
815,S,3,1,31,Mr,S,1,8.05,0,male,train,0
816,S,1,2,38,Mr,S,0,0,0,male,train,0
817,S,3,1,23,Ms,S,1,7.925,0,female,train,0
818,C,2,1,31,Mr,C,4,37.0042,0,male,train,2
819,S,3,2,43,Mr,S,0,6.45,0,male,train,0
820,S,3,0,10,Mr,S,4,27.9,0,male,train,5
821,S,1,3,52,Ms,S,5,93.5,1,female,train,2
822,S,3,1,27,Mr,S,2,8.6625,1,male,train,0
823,S,1,2,38,Honorary,S,0,0,0,male,train,0
824,S,3,1,27,Ms,S,2,12.475,1,female,train,1
825,S,3,0,2,Mr,S,4,39.6875,0,male,train,5
826,Q,3,1,25,Mr,Q,0,6.95,0,male,train,0
827,S,3,1,25,Mr,S,5,56.4958,0,male,train,0
828,C,2,0,1,Mr,C,4,37.0042,1,male,train,2
829,Q,3,1,25,Mr,Q,0,7.75,1,male,train,0
830,S,1,3,62,Ms,,5,80,1,female,train,0
831,C,3,0,15,Ms,C,3,14.4542,1,female,train,1
832,S,2,0,1,Mr,S,3,18.75,1,male,train,2
833,C,3,1,25,Mr,C,0,7.2292,0,male,train,0
834,S,3,1,23,Mr,S,1,7.8542,0,male,train,0
835,S,3,1,18,Mr,S,1,8.3,0,male,train,0
836,C,1,2,39,Ms,C,5,83.1583,1,female,train,2
837,S,3,1,21,Mr,S,2,8.6625,0,male,train,0
838,S,3,1,25,Mr,S,1,8.05,0,male,train,0
839,S,3,1,32,Mr,S,5,56.4958,1,male,train,0
840,C,1,2,38,Mr,C,4,29.7,1,male,train,0
841,S,3,1,20,Mr,S,1,7.925,0,male,train,0
842,S,2,0,16,Mr,S,2,10.5,0,male,train,0
843,C,1,1,30,Ms,C,4,31,1,female,train,0
844,C,3,2,35,Mr,C,0,6.4375,0,male,train,0
845,S,3,1,17,Mr,S,2,8.6625,0,male,train,0
846,S,3,2,42,Mr,S,0,7.55,0,male,train,0
847,S,3,1,25,Mr,S,5,69.55,0,male,train,10
848,C,3,2,35,Mr,C,1,7.8958,0,male,train,0
849,S,2,1,28,Officer,S,4,33,0,male,train,1
850,C,1,2,38,Ms,C,5,89.1042,1,female,train,1
851,S,3,0,4,Mr,S,4,31.275,0,male,train,6
852,S,3,4,74,Mr,S,0,7.775,0,male,train,0
853,C,3,0,9,Ms,C,3,15.2458,0,female,train,2
854,S,1,0,16,Ms,S,4,39.4,1,female,train,1
855,S,2,2,44,Ms,S,3,26,0,female,train,1
856,S,3,1,18,Ms,S,2,9.35,1,female,train,1
857,S,1,2,45,Ms,S,5,164.8667,1,female,train,2
858,S,1,3,51,Mr,S,4,26.55,1,male,train,0
859,C,3,1,24,Ms,C,3,19.2583,1,female,train,3
860,C,3,1,25,Mr,C,0,7.2292,0,male,train,0
861,S,3,2,41,Mr,S,2,14.1083,0,male,train,2
862,S,2,1,21,Mr,S,2,11.5,0,male,train,1
863,S,1,2,48,Ms,S,3,25.9292,1,female,train,0
864,S,3,1,25,Ms,S,5,69.55,0,female,train,10
865,S,2,1,24,Mr,S,2,13,0,male,train,0
866,S,2,2,42,Ms,S,2,13,1,female,train,0
867,C,2,1,27,Ms,C,2,13.8583,1,female,train,1
868,S,1,1,31,Mr,S,4,50.4958,0,male,train,0
869,S,3,1,25,Mr,S,2,9.5,0,male,train,0
870,S,3,0,4,Mr,S,2,11.1333,1,male,train,2
871,S,3,1,26,Mr,S,1,7.8958,0,male,train,0
